"global_step","22231421_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step","22231421_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MIN","22231421_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MAX","22231421_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last","22231421_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MIN","22231421_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MAX","22231420_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step","22231420_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MIN","22231420_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MAX","22231420_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last","22231420_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MIN","22231420_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MAX","22231419_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step","22231419_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MIN","22231419_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MAX","22231419_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last","22231419_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MIN","22231419_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MAX","22231418_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step","22231418_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MIN","22231418_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MAX","22231418_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last","22231418_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MIN","22231418_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MAX","22231417_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step","22231417_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MIN","22231417_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MAX","22231417_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last","22231417_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MIN","22231417_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MAX","22231416_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step","22231416_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MIN","22231416_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MAX","22231416_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last","22231416_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MIN","22231416_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MAX","22231415_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step","22231415_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MIN","22231415_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MAX","22231415_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last","22231415_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MIN","22231415_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MAX","22231414_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step","22231414_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MIN","22231414_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MAX","22231414_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last","22231414_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MIN","22231414_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MAX","22231413_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step","22231413_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MIN","22231413_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MAX","22231413_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last","22231413_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MIN","22231413_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MAX","22231412_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step","22231412_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MIN","22231412_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MAX","22231412_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last","22231412_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MIN","22231412_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MAX"
"247808000","343","343","343","0.046875","0.046875","0.046875","343","343","343","0.0478515625","0.0478515625","0.0478515625","343","343","343","0.046875","0.046875","0.046875","343","343","343","0.041015625","0.041015625","0.041015625","343","343","343","0.041015625","0.041015625","0.041015625","343","343","343","0.0458984375","0.0458984375","0.0458984375","343","343","343","0.0302734375","0.0302734375","0.0302734375","343","343","343","0.0361328125","0.0361328125","0.0361328125","343","343","343","0.044921875","0.044921875","0.044921875","343","343","343","0.0419921875","0.0419921875","0.0419921875"
"248832000","345","345","345","0.03515625","0.03515625","0.03515625","345","345","345","0.04296875","0.04296875","0.04296875","345","345","345","0.0380859375","0.0380859375","0.0380859375","345","345","345","0.0341796875","0.0341796875","0.0341796875","345","345","345","0.029296875","0.029296875","0.029296875","345","345","345","0.03515625","0.03515625","0.03515625","345","345","345","0.033203125","0.033203125","0.033203125","345","345","345","0.0400390625","0.0400390625","0.0400390625","345","345","345","0.0419921875","0.0419921875","0.0419921875","345","345","345","0.0478515625","0.0478515625","0.0478515625"
"249856000","346","346","346","0.03125","0.03125","0.03125","346","346","346","0.05859375","0.05859375","0.05859375","346","346","346","0.046875","0.046875","0.046875","346","346","346","0.037109375","0.037109375","0.037109375","346","346","346","0.029296875","0.029296875","0.029296875","346","346","346","0.041015625","0.041015625","0.041015625","346","346","346","0.0390625","0.0390625","0.0390625","346","346","346","0.0400390625","0.0400390625","0.0400390625","346","346","346","0.0400390625","0.0400390625","0.0400390625","346","346","346","0.0322265625","0.0322265625","0.0322265625"
"251904000","349","349","349","0.037109375","0.037109375","0.037109375","349","349","349","0.046875","0.046875","0.046875","349","349","349","0.0498046875","0.0498046875","0.0498046875","349","349","349","0.0380859375","0.0380859375","0.0380859375","349","349","349","0.03515625","0.03515625","0.03515625","349","349","349","0.0361328125","0.0361328125","0.0361328125","349","349","349","0.0400390625","0.0400390625","0.0400390625","349","349","349","0.048828125","0.048828125","0.048828125","349","349","349","0.0419921875","0.0419921875","0.0419921875","349","349","349","0.02734375","0.02734375","0.02734375"
"252928000","350","350","350","0.0458984375","0.0458984375","0.0458984375","350","350","350","0.052734375","0.052734375","0.052734375","350","350","350","0.046875","0.046875","0.046875","350","350","350","0.04296875","0.04296875","0.04296875","350","350","350","0.0322265625","0.0322265625","0.0322265625","350","350","350","0.0341796875","0.0341796875","0.0341796875","350","350","350","0.0283203125","0.0283203125","0.0283203125","350","350","350","0.05078125","0.05078125","0.05078125","350","350","350","0.0361328125","0.0361328125","0.0361328125","350","350","350","0.041015625","0.041015625","0.041015625"
"253952000","352","352","352","0.046875","0.046875","0.046875","352","352","352","0.0625","0.0625","0.0625","352","352","352","0.0390625","0.0390625","0.0390625","352","352","352","0.052734375","0.052734375","0.052734375","352","352","352","0.0419921875","0.0419921875","0.0419921875","352","352","352","0.037109375","0.037109375","0.037109375","352","352","352","0.060546875","0.060546875","0.060546875","352","352","352","0.03515625","0.03515625","0.03515625","352","352","352","0.033203125","0.033203125","0.033203125","352","352","352","0.02734375","0.02734375","0.02734375"
"254976000","353","353","353","0.046875","0.046875","0.046875","353","353","353","0.0537109375","0.0537109375","0.0537109375","353","353","353","0.0322265625","0.0322265625","0.0322265625","353","353","353","0.0419921875","0.0419921875","0.0419921875","353","353","353","0.0419921875","0.0419921875","0.0419921875","353","353","353","0.046875","0.046875","0.046875","353","353","353","0.0458984375","0.0458984375","0.0458984375","353","353","353","0.03125","0.03125","0.03125","353","353","353","0.0400390625","0.0400390625","0.0400390625","353","353","353","0.0439453125","0.0439453125","0.0439453125"
"257024000","356","356","356","0.0439453125","0.0439453125","0.0439453125","356","356","356","0.0546875","0.0546875","0.0546875","356","356","356","0.0390625","0.0390625","0.0390625","356","356","356","0.041015625","0.041015625","0.041015625","356","356","356","0.044921875","0.044921875","0.044921875","356","356","356","0.0380859375","0.0380859375","0.0380859375","356","356","356","0.04296875","0.04296875","0.04296875","356","356","356","0.0361328125","0.0361328125","0.0361328125","356","356","356","0.0419921875","0.0419921875","0.0419921875","356","356","356","0.0341796875","0.0341796875","0.0341796875"
"258048000","357","357","357","0.04296875","0.04296875","0.04296875","357","357","357","0.05078125","0.05078125","0.05078125","357","357","357","0.0302734375","0.0302734375","0.0302734375","357","357","357","0.04296875","0.04296875","0.04296875","357","357","357","0.0458984375","0.0458984375","0.0458984375","357","357","357","0.03125","0.03125","0.03125","357","357","357","0.037109375","0.037109375","0.037109375","357","357","357","0.0537109375","0.0537109375","0.0537109375","357","357","357","0.03515625","0.03515625","0.03515625","357","357","357","0.0302734375","0.0302734375","0.0302734375"
"259072000","359","359","359","0.0478515625","0.0478515625","0.0478515625","359","359","359","0.0478515625","0.0478515625","0.0478515625","359","359","359","0.03125","0.03125","0.03125","359","359","359","0.0419921875","0.0419921875","0.0419921875","359","359","359","0.0302734375","0.0302734375","0.0302734375","359","359","359","0.046875","0.046875","0.046875","359","359","359","0.0185546875","0.0185546875","0.0185546875","359","359","359","0.0322265625","0.0322265625","0.0322265625","359","359","359","0.041015625","0.041015625","0.041015625","359","359","359","0.037109375","0.037109375","0.037109375"
"260096000","360","360","360","0.0341796875","0.0341796875","0.0341796875","360","360","360","0.041015625","0.041015625","0.041015625","360","360","360","0.052734375","0.052734375","0.052734375","360","360","360","0.0263671875","0.0263671875","0.0263671875","360","360","360","0.037109375","0.037109375","0.037109375","360","360","360","0.0322265625","0.0322265625","0.0322265625","360","360","360","0.041015625","0.041015625","0.041015625","360","360","360","0.0439453125","0.0439453125","0.0439453125","360","360","360","0.041015625","0.041015625","0.041015625","360","360","360","0.041015625","0.041015625","0.041015625"
"261120000","361","361","361","0.0419921875","0.0419921875","0.0419921875","361","361","361","0.0498046875","0.0498046875","0.0498046875","361","361","361","0.037109375","0.037109375","0.037109375","361","361","361","0.0419921875","0.0419921875","0.0419921875","361","361","361","0.0439453125","0.0439453125","0.0439453125","361","361","361","0.0390625","0.0390625","0.0390625","361","361","361","0.0341796875","0.0341796875","0.0341796875","361","361","361","0.044921875","0.044921875","0.044921875","361","361","361","0.033203125","0.033203125","0.033203125","361","361","361","0.0380859375","0.0380859375","0.0380859375"
"262144000","362","362","362","0.0390625","0.0390625","0.0390625","362","362","362","0.0556640625","0.0556640625","0.0556640625","362","362","362","0.048828125","0.048828125","0.048828125","362","362","362","0.0283203125","0.0283203125","0.0283203125","362","362","362","0.044921875","0.044921875","0.044921875","362","362","362","0.0341796875","0.0341796875","0.0341796875","362","362","362","0.0390625","0.0390625","0.0390625","362","362","362","0.0341796875","0.0341796875","0.0341796875","362","362","362","0.0478515625","0.0478515625","0.0478515625","362","362","362","0.041015625","0.041015625","0.041015625"
"263168000","363","363","363","0.037109375","0.037109375","0.037109375","363","363","363","0.05078125","0.05078125","0.05078125","363","363","363","0.05078125","0.05078125","0.05078125","363","363","363","0.0361328125","0.0361328125","0.0361328125","363","363","363","0.0380859375","0.0380859375","0.0380859375","363","363","363","0.0478515625","0.0478515625","0.0478515625","363","363","363","0.04296875","0.04296875","0.04296875","363","363","363","0.0341796875","0.0341796875","0.0341796875","363","363","363","0.04296875","0.04296875","0.04296875","363","363","363","0.0380859375","0.0380859375","0.0380859375"
"264192000","365","365","365","0.0439453125","0.0439453125","0.0439453125","365","365","365","0.06640625","0.06640625","0.06640625","365","365","365","0.05859375","0.05859375","0.05859375","365","365","365","0.0615234375","0.0615234375","0.0615234375","365","365","365","0.0380859375","0.0380859375","0.0380859375","365","365","365","0.037109375","0.037109375","0.037109375","365","365","365","0.0390625","0.0390625","0.0390625","365","365","365","0.0458984375","0.0458984375","0.0458984375","365","365","365","0.044921875","0.044921875","0.044921875","365","365","365","0.046875","0.046875","0.046875"
"265216000","366","366","366","0.037109375","0.037109375","0.037109375","366","366","366","0.044921875","0.044921875","0.044921875","366","366","366","0.0537109375","0.0537109375","0.0537109375","366","366","366","0.03515625","0.03515625","0.03515625","366","366","366","0.0458984375","0.0458984375","0.0458984375","366","366","366","0.0244140625","0.0244140625","0.0244140625","366","366","366","0.0380859375","0.0380859375","0.0380859375","366","366","366","0.037109375","0.037109375","0.037109375","366","366","366","0.04296875","0.04296875","0.04296875","366","366","366","0.0390625","0.0390625","0.0390625"
"266240000","367","367","367","0.0400390625","0.0400390625","0.0400390625","367","367","367","0.0458984375","0.0458984375","0.0458984375","367","367","367","0.044921875","0.044921875","0.044921875","367","367","367","0.0458984375","0.0458984375","0.0458984375","367","367","367","0.0419921875","0.0419921875","0.0419921875","367","367","367","0.0302734375","0.0302734375","0.0302734375","367","367","367","0.0380859375","0.0380859375","0.0380859375","367","367","367","0.044921875","0.044921875","0.044921875","367","367","367","0.0439453125","0.0439453125","0.0439453125","367","367","367","0.046875","0.046875","0.046875"
"267264000","369","369","369","0.0439453125","0.0439453125","0.0439453125","369","369","369","0.0361328125","0.0361328125","0.0361328125","369","369","369","0.0419921875","0.0419921875","0.0419921875","369","369","369","0.046875","0.046875","0.046875","369","369","369","0.04296875","0.04296875","0.04296875","369","369","369","0.033203125","0.033203125","0.033203125","369","369","369","0.0341796875","0.0341796875","0.0341796875","369","369","369","0.0361328125","0.0361328125","0.0361328125","369","369","369","0.033203125","0.033203125","0.033203125","369","369","369","0.02734375","0.02734375","0.02734375"
"268288000","370","370","370","0.03515625","0.03515625","0.03515625","370","370","370","0.052734375","0.052734375","0.052734375","370","370","370","0.0390625","0.0390625","0.0390625","370","370","370","0.048828125","0.048828125","0.048828125","370","370","370","0.03125","0.03125","0.03125","370","370","370","0.037109375","0.037109375","0.037109375","370","370","370","0.0322265625","0.0322265625","0.0322265625","370","370","370","0.0361328125","0.0361328125","0.0361328125","370","370","370","0.0419921875","0.0419921875","0.0419921875","370","370","370","0.0390625","0.0390625","0.0390625"
"269312000","372","372","372","0.0517578125","0.0517578125","0.0517578125","372","372","372","0.05078125","0.05078125","0.05078125","372","372","372","0.04296875","0.04296875","0.04296875","372","372","372","0.05859375","0.05859375","0.05859375","372","372","372","0.046875","0.046875","0.046875","372","372","372","0.052734375","0.052734375","0.052734375","372","372","372","0.04296875","0.04296875","0.04296875","372","372","372","0.0498046875","0.0498046875","0.0498046875","372","372","372","0.05078125","0.05078125","0.05078125","372","372","372","0.0537109375","0.0537109375","0.0537109375"
"270336000","373","373","373","0.0263671875","0.0263671875","0.0263671875","373","373","373","0.0478515625","0.0478515625","0.0478515625","373","373","373","0.0458984375","0.0458984375","0.0458984375","373","373","373","0.0478515625","0.0478515625","0.0478515625","373","373","373","0.044921875","0.044921875","0.044921875","373","373","373","0.0341796875","0.0341796875","0.0341796875","373","373","373","0.029296875","0.029296875","0.029296875","373","373","373","0.0390625","0.0390625","0.0390625","373","373","373","0.0439453125","0.0439453125","0.0439453125","373","373","373","0.04296875","0.04296875","0.04296875"
"271360000","374","374","374","0.0380859375","0.0380859375","0.0380859375","374","374","374","0.0478515625","0.0478515625","0.0478515625","374","374","374","0.0498046875","0.0498046875","0.0498046875","374","374","374","0.041015625","0.041015625","0.041015625","374","374","374","0.044921875","0.044921875","0.044921875","374","374","374","0.041015625","0.041015625","0.041015625","374","374","374","0.0322265625","0.0322265625","0.0322265625","374","374","374","0.0400390625","0.0400390625","0.0400390625","374","374","374","0.033203125","0.033203125","0.033203125","374","374","374","0.02734375","0.02734375","0.02734375"
"272384000","376","376","376","0.041015625","0.041015625","0.041015625","376","376","376","0.052734375","0.052734375","0.052734375","376","376","376","0.0498046875","0.0498046875","0.0498046875","376","376","376","0.041015625","0.041015625","0.041015625","376","376","376","0.0439453125","0.0439453125","0.0439453125","376","376","376","0.029296875","0.029296875","0.029296875","376","376","376","0.0400390625","0.0400390625","0.0400390625","376","376","376","0.0283203125","0.0283203125","0.0283203125","376","376","376","0.0322265625","0.0322265625","0.0322265625","376","376","376","0.0361328125","0.0361328125","0.0361328125"
"273408000","377","377","377","0.0439453125","0.0439453125","0.0439453125","377","377","377","0.0498046875","0.0498046875","0.0498046875","377","377","377","0.037109375","0.037109375","0.037109375","377","377","377","0.0439453125","0.0439453125","0.0439453125","377","377","377","0.037109375","0.037109375","0.037109375","377","377","377","0.04296875","0.04296875","0.04296875","377","377","377","0.03125","0.03125","0.03125","377","377","377","0.0400390625","0.0400390625","0.0400390625","377","377","377","0.029296875","0.029296875","0.029296875","377","377","377","0.041015625","0.041015625","0.041015625"
"275456000","380","380","380","0.033203125","0.033203125","0.033203125","380","380","380","0.052734375","0.052734375","0.052734375","380","380","380","0.0517578125","0.0517578125","0.0517578125","380","380","380","0.056640625","0.056640625","0.056640625","380","380","380","0.0341796875","0.0341796875","0.0341796875","380","380","380","0.0458984375","0.0458984375","0.0458984375","380","380","380","0.0380859375","0.0380859375","0.0380859375","380","380","380","0.0263671875","0.0263671875","0.0263671875","380","380","380","0.037109375","0.037109375","0.037109375","380","380","380","0.0322265625","0.0322265625","0.0322265625"
"276480000","381","381","381","0.0400390625","0.0400390625","0.0400390625","381","381","381","0.052734375","0.052734375","0.052734375","381","381","381","0.03515625","0.03515625","0.03515625","381","381","381","0.0341796875","0.0341796875","0.0341796875","381","381","381","0.03125","0.03125","0.03125","381","381","381","0.048828125","0.048828125","0.048828125","381","381","381","0.029296875","0.029296875","0.029296875","381","381","381","0.041015625","0.041015625","0.041015625","381","381","381","0.048828125","0.048828125","0.048828125","381","381","381","0.029296875","0.029296875","0.029296875"
"277504000","383","383","383","0.037109375","0.037109375","0.037109375","383","383","383","0.048828125","0.048828125","0.048828125","383","383","383","0.05859375","0.05859375","0.05859375","383","383","383","0.0517578125","0.0517578125","0.0517578125","383","383","383","0.029296875","0.029296875","0.029296875","383","383","383","0.0478515625","0.0478515625","0.0478515625","383","383","383","0.044921875","0.044921875","0.044921875","383","383","383","0.037109375","0.037109375","0.037109375","383","383","383","0.0302734375","0.0302734375","0.0302734375","383","383","383","0.0400390625","0.0400390625","0.0400390625"
"278528000","384","384","384","0.04296875","0.04296875","0.04296875","384","384","384","0.037109375","0.037109375","0.037109375","384","384","384","0.0498046875","0.0498046875","0.0498046875","384","384","384","0.02734375","0.02734375","0.02734375","384","384","384","0.048828125","0.048828125","0.048828125","384","384","384","0.033203125","0.033203125","0.033203125","384","384","384","0.03515625","0.03515625","0.03515625","384","384","384","0.04296875","0.04296875","0.04296875","384","384","384","0.046875","0.046875","0.046875","384","384","384","0.046875","0.046875","0.046875"
"280576000","387","387","387","0.0361328125","0.0361328125","0.0361328125","387","387","387","0.04296875","0.04296875","0.04296875","387","387","387","0.03125","0.03125","0.03125","387","387","387","0.0517578125","0.0517578125","0.0517578125","387","387","387","0.048828125","0.048828125","0.048828125","387","387","387","0.03515625","0.03515625","0.03515625","387","387","387","0.0322265625","0.0322265625","0.0322265625","387","387","387","0.0400390625","0.0400390625","0.0400390625","387","387","387","0.029296875","0.029296875","0.029296875","387","387","387","0.0400390625","0.0400390625","0.0400390625"
"281600000","388","388","388","0.0302734375","0.0302734375","0.0302734375","388","388","388","0.0537109375","0.0537109375","0.0537109375","388","388","388","0.0458984375","0.0458984375","0.0458984375","388","388","388","0.0361328125","0.0361328125","0.0361328125","388","388","388","0.03125","0.03125","0.03125","388","388","388","0.0361328125","0.0361328125","0.0361328125","388","388","388","0.02734375","0.02734375","0.02734375","388","388","388","0.0341796875","0.0341796875","0.0341796875","388","388","388","0.0400390625","0.0400390625","0.0400390625","388","388","388","0.041015625","0.041015625","0.041015625"
"282624000","390","390","390","0.02734375","0.02734375","0.02734375","390","390","390","0.0556640625","0.0556640625","0.0556640625","390","390","390","0.029296875","0.029296875","0.029296875","390","390","390","0.0341796875","0.0341796875","0.0341796875","390","390","390","0.0322265625","0.0322265625","0.0322265625","390","390","390","0.0419921875","0.0419921875","0.0419921875","390","390","390","0.0361328125","0.0361328125","0.0361328125","390","390","390","0.0419921875","0.0419921875","0.0419921875","390","390","390","0.033203125","0.033203125","0.033203125","390","390","390","0.04296875","0.04296875","0.04296875"
"283648000","391","391","391","0.0419921875","0.0419921875","0.0419921875","391","391","391","0.056640625","0.056640625","0.056640625","391","391","391","0.04296875","0.04296875","0.04296875","391","391","391","0.0390625","0.0390625","0.0390625","391","391","391","0.03125","0.03125","0.03125","391","391","391","0.041015625","0.041015625","0.041015625","391","391","391","0.0341796875","0.0341796875","0.0341796875","391","391","391","0.044921875","0.044921875","0.044921875","391","391","391","0.04296875","0.04296875","0.04296875","391","391","391","0.03515625","0.03515625","0.03515625"
"285696000","394","394","394","0.033203125","0.033203125","0.033203125","394","394","394","0.04296875","0.04296875","0.04296875","394","394","394","0.048828125","0.048828125","0.048828125","394","394","394","0.0390625","0.0390625","0.0390625","394","394","394","0.037109375","0.037109375","0.037109375","394","394","394","0.0400390625","0.0400390625","0.0400390625","394","394","394","0.03515625","0.03515625","0.03515625","394","394","394","0.037109375","0.037109375","0.037109375","394","394","394","0.0390625","0.0390625","0.0390625","394","394","394","0.02734375","0.02734375","0.02734375"
"286720000","395","395","395","0.0419921875","0.0419921875","0.0419921875","395","395","395","0.052734375","0.052734375","0.052734375","395","395","395","0.0419921875","0.0419921875","0.0419921875","395","395","395","0.04296875","0.04296875","0.04296875","395","395","395","0.03515625","0.03515625","0.03515625","395","395","395","0.0341796875","0.0341796875","0.0341796875","395","395","395","0.037109375","0.037109375","0.037109375","395","395","395","0.0517578125","0.0517578125","0.0517578125","395","395","395","0.033203125","0.033203125","0.033203125","395","395","395","0.0283203125","0.0283203125","0.0283203125"
"287744000","397","397","397","0.060546875","0.060546875","0.060546875","397","397","397","0.0576171875","0.0576171875","0.0576171875","397","397","397","0.0380859375","0.0380859375","0.0380859375","397","397","397","0.056640625","0.056640625","0.056640625","397","397","397","0.0478515625","0.0478515625","0.0478515625","397","397","397","0.048828125","0.048828125","0.048828125","397","397","397","0.0390625","0.0390625","0.0390625","397","397","397","0.0576171875","0.0576171875","0.0576171875","397","397","397","0.037109375","0.037109375","0.037109375","397","397","397","0.052734375","0.052734375","0.052734375"
"288768000","398","398","398","0.025390625","0.025390625","0.025390625","398","398","398","0.0517578125","0.0517578125","0.0517578125","398","398","398","0.0478515625","0.0478515625","0.0478515625","398","398","398","0.0390625","0.0390625","0.0390625","398","398","398","0.037109375","0.037109375","0.037109375","398","398","398","0.0341796875","0.0341796875","0.0341796875","398","398","398","0.0283203125","0.0283203125","0.0283203125","398","398","398","0.0302734375","0.0302734375","0.0302734375","398","398","398","0.0322265625","0.0322265625","0.0322265625","398","398","398","0.03125","0.03125","0.03125"
"289792000","399","399","399","0.048828125","0.048828125","0.048828125","399","399","399","0.0458984375","0.0458984375","0.0458984375","399","399","399","0.0361328125","0.0361328125","0.0361328125","399","399","399","0.0322265625","0.0322265625","0.0322265625","399","399","399","0.0419921875","0.0419921875","0.0419921875","399","399","399","0.0361328125","0.0361328125","0.0361328125","399","399","399","0.033203125","0.033203125","0.033203125","399","399","399","0.0283203125","0.0283203125","0.0283203125","399","399","399","0.0390625","0.0390625","0.0390625","399","399","399","0.0302734375","0.0302734375","0.0302734375"
"290816000","401","401","401","0.0361328125","0.0361328125","0.0361328125","401","401","401","0.0390625","0.0390625","0.0390625","401","401","401","0.033203125","0.033203125","0.033203125","401","401","401","0.0341796875","0.0341796875","0.0341796875","401","401","401","0.0400390625","0.0400390625","0.0400390625","401","401","401","0.0361328125","0.0361328125","0.0361328125","401","401","401","0.025390625","0.025390625","0.025390625","401","401","401","0.046875","0.046875","0.046875","401","401","401","0.046875","0.046875","0.046875","401","401","401","0.0380859375","0.0380859375","0.0380859375"
"291840000","402","402","402","0.03515625","0.03515625","0.03515625","402","402","402","0.041015625","0.041015625","0.041015625","402","402","402","0.0419921875","0.0419921875","0.0419921875","402","402","402","0.0419921875","0.0419921875","0.0419921875","402","402","402","0.0341796875","0.0341796875","0.0341796875","402","402","402","0.0390625","0.0390625","0.0390625","402","402","402","0.037109375","0.037109375","0.037109375","402","402","402","0.0380859375","0.0380859375","0.0380859375","402","402","402","0.0361328125","0.0361328125","0.0361328125","402","402","402","0.0361328125","0.0361328125","0.0361328125"
"292864000","404","404","404","0.0419921875","0.0419921875","0.0419921875","404","404","404","0.048828125","0.048828125","0.048828125","404","404","404","0.0458984375","0.0458984375","0.0458984375","404","404","404","0.037109375","0.037109375","0.037109375","404","404","404","0.04296875","0.04296875","0.04296875","404","404","404","0.0498046875","0.0498046875","0.0498046875","404","404","404","0.0439453125","0.0439453125","0.0439453125","404","404","404","0.0537109375","0.0537109375","0.0537109375","404","404","404","0.044921875","0.044921875","0.044921875","404","404","404","0.041015625","0.041015625","0.041015625"
"293888000","405","405","405","0.0400390625","0.0400390625","0.0400390625","405","405","405","0.052734375","0.052734375","0.052734375","405","405","405","0.046875","0.046875","0.046875","405","405","405","0.0400390625","0.0400390625","0.0400390625","405","405","405","0.0341796875","0.0341796875","0.0341796875","405","405","405","0.029296875","0.029296875","0.029296875","405","405","405","0.046875","0.046875","0.046875","405","405","405","0.0478515625","0.0478515625","0.0478515625","405","405","405","0.0439453125","0.0439453125","0.0439453125","405","405","405","0.029296875","0.029296875","0.029296875"
"294912000","406","406","406","0.0322265625","0.0322265625","0.0322265625","406","406","406","0.052734375","0.052734375","0.052734375","406","406","406","0.037109375","0.037109375","0.037109375","406","406","406","0.0341796875","0.0341796875","0.0341796875","406","406","406","0.03125","0.03125","0.03125","406","406","406","0.0400390625","0.0400390625","0.0400390625","406","406","406","0.041015625","0.041015625","0.041015625","406","406","406","0.0458984375","0.0458984375","0.0458984375","406","406","406","0.0419921875","0.0419921875","0.0419921875","406","406","406","0.033203125","0.033203125","0.033203125"
"295936000","408","408","408","0.029296875","0.029296875","0.029296875","408","408","408","0.048828125","0.048828125","0.048828125","408","408","408","0.0419921875","0.0419921875","0.0419921875","408","408","408","0.052734375","0.052734375","0.052734375","408","408","408","0.0458984375","0.0458984375","0.0458984375","408","408","408","0.0400390625","0.0400390625","0.0400390625","408","408","408","0.0400390625","0.0400390625","0.0400390625","408","408","408","0.0361328125","0.0361328125","0.0361328125","408","408","408","0.03125","0.03125","0.03125","408","408","408","0.0322265625","0.0322265625","0.0322265625"
