"global_step","22291472_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step","22291472_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MIN","22291472_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MAX","22291472_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last","22291472_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MIN","22291472_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MAX","22291471_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step","22291471_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MIN","22291471_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MAX","22291471_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last","22291471_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MIN","22291471_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MAX","22291470_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step","22291470_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MIN","22291470_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MAX","22291470_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last","22291470_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MIN","22291470_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MAX","22291469_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step","22291469_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MIN","22291469_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MAX","22291469_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last","22291469_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MIN","22291469_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MAX","22291468_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step","22291468_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MIN","22291468_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MAX","22291468_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last","22291468_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MIN","22291468_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MAX","22279908_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step","22279908_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MIN","22279908_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MAX","22279908_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last","22279908_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MIN","22279908_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MAX","22279907_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step","22279907_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MIN","22279907_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MAX","22279907_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last","22279907_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MIN","22279907_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MAX","22279905_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step","22279905_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MIN","22279905_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MAX","22279905_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last","22279905_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MIN","22279905_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MAX","22279906_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step","22279906_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MIN","22279906_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MAX","22279906_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last","22279906_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MIN","22279906_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MAX","22279904_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step","22279904_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MIN","22279904_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MAX","22279904_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last","22279904_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MIN","22279904_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MAX"
"266240000","183","183","183","0.04345703125","0.04345703125","0.04345703125","183","183","183","0.0419921875","0.0419921875","0.0419921875","183","183","183","0.037109375","0.037109375","0.037109375","183","183","183","0.03759765625","0.03759765625","0.03759765625","183","183","183","0.044921875","0.044921875","0.044921875","183","183","183","0.037109375","0.037109375","0.037109375","183","183","183","0.0361328125","0.0361328125","0.0361328125","183","183","183","0.044921875","0.044921875","0.044921875","183","183","183","0.05029296875","0.05029296875","0.05029296875","183","183","183","0.04248046875","0.04248046875","0.04248046875"
"268288000","185","185","185","0.04736328125","0.04736328125","0.04736328125","185","185","185","0.0458984375","0.0458984375","0.0458984375","185","185","185","0.03369140625","0.03369140625","0.03369140625","185","185","185","0.0361328125","0.0361328125","0.0361328125","185","185","185","0.0419921875","0.0419921875","0.0419921875","185","185","185","0.041015625","0.041015625","0.041015625","185","185","185","0.03271484375","0.03271484375","0.03271484375","185","185","185","0.04296875","0.04296875","0.04296875","185","185","185","0.04443359375","0.04443359375","0.04443359375","185","185","185","0.04052734375","0.04052734375","0.04052734375"
"270336000","186","186","186","0.03662109375","0.03662109375","0.03662109375","186","186","186","0.0400390625","0.0400390625","0.0400390625","186","186","186","0.037109375","0.037109375","0.037109375","186","186","186","0.03759765625","0.03759765625","0.03759765625","186","186","186","0.0390625","0.0390625","0.0390625","186","186","186","0.04638671875","0.04638671875","0.04638671875","186","186","186","0.0458984375","0.0458984375","0.0458984375","186","186","186","0.04736328125","0.04736328125","0.04736328125","186","186","186","0.04638671875","0.04638671875","0.04638671875","186","186","186","0.037109375","0.037109375","0.037109375"
"272384000","188","188","188","0.0380859375","0.0380859375","0.0380859375","188","188","188","0.05615234375","0.05615234375","0.05615234375","188","188","188","0.04150390625","0.04150390625","0.04150390625","188","188","188","0.0478515625","0.0478515625","0.0478515625","188","188","188","0.0439453125","0.0439453125","0.0439453125","188","188","188","0.044921875","0.044921875","0.044921875","188","188","188","0.04248046875","0.04248046875","0.04248046875","188","188","188","0.05517578125","0.05517578125","0.05517578125","188","188","188","0.052734375","0.052734375","0.052734375","188","188","188","0.04443359375","0.04443359375","0.04443359375"
"274432000","189","189","189","0.04296875","0.04296875","0.04296875","189","189","189","0.04150390625","0.04150390625","0.04150390625","189","189","189","0.04052734375","0.04052734375","0.04052734375","189","189","189","0.033203125","0.033203125","0.033203125","189","189","189","0.0390625","0.0390625","0.0390625","189","189","189","0.04248046875","0.04248046875","0.04248046875","189","189","189","0.03564453125","0.03564453125","0.03564453125","189","189","189","0.04248046875","0.04248046875","0.04248046875","189","189","189","0.04296875","0.04296875","0.04296875","189","189","189","0.03564453125","0.03564453125","0.03564453125"
"276480000","190","190","190","0.03955078125","0.03955078125","0.03955078125","190","190","190","0.04345703125","0.04345703125","0.04345703125","190","190","190","0.0341796875","0.0341796875","0.0341796875","190","190","190","0.037109375","0.037109375","0.037109375","190","190","190","0.044921875","0.044921875","0.044921875","190","190","190","0.0400390625","0.0400390625","0.0400390625","190","190","190","0.041015625","0.041015625","0.041015625","190","190","190","0.044921875","0.044921875","0.044921875","190","190","190","0.03662109375","0.03662109375","0.03662109375","190","190","190","0.0439453125","0.0439453125","0.0439453125"
"278528000","192","192","192","0.037109375","0.037109375","0.037109375","192","192","192","0.0400390625","0.0400390625","0.0400390625","192","192","192","0.0341796875","0.0341796875","0.0341796875","192","192","192","0.03125","0.03125","0.03125","192","192","192","0.033203125","0.033203125","0.033203125","192","192","192","0.03662109375","0.03662109375","0.03662109375","192","192","192","0.0341796875","0.0341796875","0.0341796875","192","192","192","0.0419921875","0.0419921875","0.0419921875","192","192","192","0.03662109375","0.03662109375","0.03662109375","192","192","192","0.048828125","0.048828125","0.048828125"
"280576000","193","193","193","0.04296875","0.04296875","0.04296875","193","193","193","0.03271484375","0.03271484375","0.03271484375","193","193","193","0.03955078125","0.03955078125","0.03955078125","193","193","193","0.03759765625","0.03759765625","0.03759765625","193","193","193","0.04541015625","0.04541015625","0.04541015625","193","193","193","0.03076171875","0.03076171875","0.03076171875","193","193","193","0.044921875","0.044921875","0.044921875","193","193","193","0.04833984375","0.04833984375","0.04833984375","193","193","193","0.03955078125","0.03955078125","0.03955078125","193","193","193","0.03564453125","0.03564453125","0.03564453125"
"282624000","195","195","195","0.0380859375","0.0380859375","0.0380859375","195","195","195","0.05029296875","0.05029296875","0.05029296875","195","195","195","0.041015625","0.041015625","0.041015625","195","195","195","0.04345703125","0.04345703125","0.04345703125","195","195","195","0.04736328125","0.04736328125","0.04736328125","195","195","195","0.04443359375","0.04443359375","0.04443359375","195","195","195","0.0458984375","0.0458984375","0.0458984375","195","195","195","0.05322265625","0.05322265625","0.05322265625","195","195","195","0.0576171875","0.0576171875","0.0576171875","195","195","195","0.04736328125","0.04736328125","0.04736328125"
"284672000","196","196","196","0.037109375","0.037109375","0.037109375","196","196","196","0.03515625","0.03515625","0.03515625","196","196","196","0.0361328125","0.0361328125","0.0361328125","196","196","196","0.0302734375","0.0302734375","0.0302734375","196","196","196","0.04296875","0.04296875","0.04296875","196","196","196","0.04150390625","0.04150390625","0.04150390625","196","196","196","0.03466796875","0.03466796875","0.03466796875","196","196","196","0.0380859375","0.0380859375","0.0380859375","196","196","196","0.04296875","0.04296875","0.04296875","196","196","196","0.0390625","0.0390625","0.0390625"
"286720000","197","197","197","0.03466796875","0.03466796875","0.03466796875","197","197","197","0.037109375","0.037109375","0.037109375","197","197","197","0.04052734375","0.04052734375","0.04052734375","197","197","197","0.03955078125","0.03955078125","0.03955078125","197","197","197","0.04296875","0.04296875","0.04296875","197","197","197","0.03271484375","0.03271484375","0.03271484375","197","197","197","0.037109375","0.037109375","0.037109375","197","197","197","0.048828125","0.048828125","0.048828125","197","197","197","0.04296875","0.04296875","0.04296875","197","197","197","0.0341796875","0.0341796875","0.0341796875"
"288768000","202","202","202","0.0400390625","0.0400390625","0.0400390625","202","202","202","0.0400390625","0.0400390625","0.0400390625","202","202","202","0.0498046875","0.0498046875","0.0498046875","202","202","202","0.03759765625","0.03759765625","0.03759765625","202","202","202","0.041015625","0.041015625","0.041015625","202","202","202","0.03759765625","0.03759765625","0.03759765625","202","202","202","0.04150390625","0.04150390625","0.04150390625","202","202","202","0.0439453125","0.0439453125","0.0439453125","202","202","202","0.04345703125","0.04345703125","0.04345703125","202","202","202","0.041015625","0.041015625","0.041015625"
"290816000","203","203","203","0.03271484375","0.03271484375","0.03271484375","203","203","203","0.04541015625","0.04541015625","0.04541015625","203","203","203","0.03759765625","0.03759765625","0.03759765625","203","203","203","0.03515625","0.03515625","0.03515625","203","203","203","0.0390625","0.0390625","0.0390625","203","203","203","0.04833984375","0.04833984375","0.04833984375","203","203","203","0.03857421875","0.03857421875","0.03857421875","203","203","203","0.04150390625","0.04150390625","0.04150390625","203","203","203","0.04345703125","0.04345703125","0.04345703125","203","203","203","0.0400390625","0.0400390625","0.0400390625"
"294912000","206","206","206","0.03271484375","0.03271484375","0.03271484375","206","206","206","0.03076171875","0.03076171875","0.03076171875","206","206","206","0.03466796875","0.03466796875","0.03466796875","206","206","206","0.04345703125","0.04345703125","0.04345703125","206","206","206","0.0390625","0.0390625","0.0390625","206","206","206","0.03271484375","0.03271484375","0.03271484375","206","206","206","0.04248046875","0.04248046875","0.04248046875","206","206","206","0.03955078125","0.03955078125","0.03955078125","206","206","206","0.0390625","0.0390625","0.0390625","206","206","206","0.0400390625","0.0400390625","0.0400390625"
"296960000","207","207","207","0.03857421875","0.03857421875","0.03857421875","207","207","207","0.0341796875","0.0341796875","0.0341796875","207","207","207","0.04150390625","0.04150390625","0.04150390625","207","207","207","0.0400390625","0.0400390625","0.0400390625","207","207","207","0.0361328125","0.0361328125","0.0361328125","207","207","207","0.03662109375","0.03662109375","0.03662109375","207","207","207","0.046875","0.046875","0.046875","207","207","207","0.03662109375","0.03662109375","0.03662109375","207","207","207","0.03759765625","0.03759765625","0.03759765625","207","207","207","0.044921875","0.044921875","0.044921875"
"299008000","209","209","209","0.0361328125","0.0361328125","0.0361328125","209","209","209","0.03857421875","0.03857421875","0.03857421875","209","209","209","0.0380859375","0.0380859375","0.0380859375","209","209","209","0.03759765625","0.03759765625","0.03759765625","209","209","209","0.03125","0.03125","0.03125","209","209","209","0.03369140625","0.03369140625","0.03369140625","209","209","209","0.04638671875","0.04638671875","0.04638671875","209","209","209","0.04833984375","0.04833984375","0.04833984375","209","209","209","0.05322265625","0.05322265625","0.05322265625","209","209","209","0.04541015625","0.04541015625","0.04541015625"
"301056000","210","210","210","0.033203125","0.033203125","0.033203125","210","210","210","0.0302734375","0.0302734375","0.0302734375","210","210","210","0.03955078125","0.03955078125","0.03955078125","210","210","210","0.0380859375","0.0380859375","0.0380859375","210","210","210","0.04833984375","0.04833984375","0.04833984375","210","210","210","0.04052734375","0.04052734375","0.04052734375","210","210","210","0.041015625","0.041015625","0.041015625","210","210","210","0.04345703125","0.04345703125","0.04345703125","210","210","210","0.041015625","0.041015625","0.041015625","210","210","210","0.03759765625","0.03759765625","0.03759765625"
"305152000","213","213","213","0.03564453125","0.03564453125","0.03564453125","213","213","213","0.0390625","0.0390625","0.0390625","213","213","213","0.0361328125","0.0361328125","0.0361328125","213","213","213","0.03662109375","0.03662109375","0.03662109375","213","213","213","0.04248046875","0.04248046875","0.04248046875","213","213","213","0.0361328125","0.0361328125","0.0361328125","213","213","213","0.03515625","0.03515625","0.03515625","213","213","213","0.04443359375","0.04443359375","0.04443359375","213","213","213","0.0419921875","0.0419921875","0.0419921875","213","213","213","0.03759765625","0.03759765625","0.03759765625"
"307200000","214","214","214","0.03369140625","0.03369140625","0.03369140625","214","214","214","0.0390625","0.0390625","0.0390625","214","214","214","0.03466796875","0.03466796875","0.03466796875","214","214","214","0.0419921875","0.0419921875","0.0419921875","214","214","214","0.0341796875","0.0341796875","0.0341796875","214","214","214","0.04296875","0.04296875","0.04296875","214","214","214","0.0341796875","0.0341796875","0.0341796875","214","214","214","0.03515625","0.03515625","0.03515625","214","214","214","0.04443359375","0.04443359375","0.04443359375","214","214","214","0.04296875","0.04296875","0.04296875"
"309248000","216","216","216","0.03515625","0.03515625","0.03515625","216","216","216","0.04443359375","0.04443359375","0.04443359375","216","216","216","0.0380859375","0.0380859375","0.0380859375","216","216","216","0.03173828125","0.03173828125","0.03173828125","216","216","216","0.04345703125","0.04345703125","0.04345703125","216","216","216","0.04638671875","0.04638671875","0.04638671875","216","216","216","0.03466796875","0.03466796875","0.03466796875","216","216","216","0.03662109375","0.03662109375","0.03662109375","216","216","216","0.0361328125","0.0361328125","0.0361328125","216","216","216","0.0322265625","0.0322265625","0.0322265625"
"311296000","217","217","217","0.037109375","0.037109375","0.037109375","217","217","217","0.04296875","0.04296875","0.04296875","217","217","217","0.03466796875","0.03466796875","0.03466796875","217","217","217","0.03955078125","0.03955078125","0.03955078125","217","217","217","0.037109375","0.037109375","0.037109375","217","217","217","0.0458984375","0.0458984375","0.0458984375","217","217","217","0.0361328125","0.0361328125","0.0361328125","217","217","217","0.048828125","0.048828125","0.048828125","217","217","217","0.04150390625","0.04150390625","0.04150390625","217","217","217","0.03564453125","0.03564453125","0.03564453125"
"313344000","221","221","221","0.03466796875","0.03466796875","0.03466796875","221","221","221","0.03662109375","0.03662109375","0.03662109375","221","221","221","0.0390625","0.0390625","0.0390625","221","221","221","0.04150390625","0.04150390625","0.04150390625","221","221","221","0.03515625","0.03515625","0.03515625","221","221","221","0.0439453125","0.0439453125","0.0439453125","221","221","221","0.033203125","0.033203125","0.033203125","221","221","221","0.0400390625","0.0400390625","0.0400390625","221","221","221","0.03955078125","0.03955078125","0.03955078125","221","221","221","0.033203125","0.033203125","0.033203125"
"315392000","222","222","222","0.03173828125","0.03173828125","0.03173828125","222","222","222","0.0283203125","0.0283203125","0.0283203125","222","222","222","0.03271484375","0.03271484375","0.03271484375","222","222","222","0.04248046875","0.04248046875","0.04248046875","222","222","222","0.03515625","0.03515625","0.03515625","222","222","222","0.041015625","0.041015625","0.041015625","222","222","222","0.03955078125","0.03955078125","0.03955078125","222","222","222","0.04296875","0.04296875","0.04296875","222","222","222","0.04052734375","0.04052734375","0.04052734375","222","222","222","0.04150390625","0.04150390625","0.04150390625"
"317440000","223","223","223","0.03662109375","0.03662109375","0.03662109375","223","223","223","0.03857421875","0.03857421875","0.03857421875","223","223","223","0.03466796875","0.03466796875","0.03466796875","223","223","223","0.03125","0.03125","0.03125","223","223","223","0.0380859375","0.0380859375","0.0380859375","223","223","223","0.03369140625","0.03369140625","0.03369140625","223","223","223","0.03759765625","0.03759765625","0.03759765625","223","223","223","0.04443359375","0.04443359375","0.04443359375","223","223","223","0.041015625","0.041015625","0.041015625","223","223","223","0.044921875","0.044921875","0.044921875"
"319488000","225","225","225","0.04443359375","0.04443359375","0.04443359375","225","225","225","0.0458984375","0.0458984375","0.0458984375","225","225","225","0.03564453125","0.03564453125","0.03564453125","225","225","225","0.04248046875","0.04248046875","0.04248046875","225","225","225","0.0556640625","0.0556640625","0.0556640625","225","225","225","0.05224609375","0.05224609375","0.05224609375","225","225","225","0.05126953125","0.05126953125","0.05126953125","225","225","225","0.05810546875","0.05810546875","0.05810546875","225","225","225","0.0390625","0.0390625","0.0390625","225","225","225","0.046875","0.046875","0.046875"
"321536000","226","226","226","0.0361328125","0.0361328125","0.0361328125","226","226","226","0.03857421875","0.03857421875","0.03857421875","226","226","226","0.0390625","0.0390625","0.0390625","226","226","226","0.04931640625","0.04931640625","0.04931640625","226","226","226","0.044921875","0.044921875","0.044921875","226","226","226","0.037109375","0.037109375","0.037109375","226","226","226","0.03466796875","0.03466796875","0.03466796875","226","226","226","0.0439453125","0.0439453125","0.0439453125","226","226","226","0.03759765625","0.03759765625","0.03759765625","226","226","226","0.04052734375","0.04052734375","0.04052734375"
"323584000","227","227","227","0.03564453125","0.03564453125","0.03564453125","227","227","227","0.04345703125","0.04345703125","0.04345703125","227","227","227","0.02734375","0.02734375","0.02734375","227","227","227","0.03076171875","0.03076171875","0.03076171875","227","227","227","0.0400390625","0.0400390625","0.0400390625","227","227","227","0.041015625","0.041015625","0.041015625","227","227","227","0.033203125","0.033203125","0.033203125","227","227","227","0.04345703125","0.04345703125","0.04345703125","227","227","227","0.04296875","0.04296875","0.04296875","227","227","227","0.0390625","0.0390625","0.0390625"
"325632000","229","229","229","0.029296875","0.029296875","0.029296875","229","229","229","0.03759765625","0.03759765625","0.03759765625","229","229","229","0.03173828125","0.03173828125","0.03173828125","229","229","229","0.03662109375","0.03662109375","0.03662109375","229","229","229","0.03076171875","0.03076171875","0.03076171875","229","229","229","0.04541015625","0.04541015625","0.04541015625","229","229","229","0.044921875","0.044921875","0.044921875","229","229","229","0.04248046875","0.04248046875","0.04248046875","229","229","229","0.0341796875","0.0341796875","0.0341796875","229","229","229","0.03662109375","0.03662109375","0.03662109375"
"327680000","230","230","230","0.03271484375","0.03271484375","0.03271484375","230","230","230","0.037109375","0.037109375","0.037109375","230","230","230","0.03515625","0.03515625","0.03515625","230","230","230","0.04150390625","0.04150390625","0.04150390625","230","230","230","0.04443359375","0.04443359375","0.04443359375","230","230","230","0.04052734375","0.04052734375","0.04052734375","230","230","230","0.04736328125","0.04736328125","0.04736328125","230","230","230","0.04052734375","0.04052734375","0.04052734375","230","230","230","0.04296875","0.04296875","0.04296875","230","230","230","0.03173828125","0.03173828125","0.03173828125"
"329728000","232","232","232","0.0390625","0.0390625","0.0390625","232","232","232","0.0400390625","0.0400390625","0.0400390625","232","232","232","0.037109375","0.037109375","0.037109375","232","232","232","0.0546875","0.0546875","0.0546875","232","232","232","0.0546875","0.0546875","0.0546875","232","232","232","0.0537109375","0.0537109375","0.0537109375","232","232","232","0.05810546875","0.05810546875","0.05810546875","232","232","232","0.046875","0.046875","0.046875","232","232","232","0.048828125","0.048828125","0.048828125","232","232","232","0.04248046875","0.04248046875","0.04248046875"
"331776000","233","233","233","0.03076171875","0.03076171875","0.03076171875","233","233","233","0.0361328125","0.0361328125","0.0361328125","233","233","233","0.03515625","0.03515625","0.03515625","233","233","233","0.04443359375","0.04443359375","0.04443359375","233","233","233","0.03662109375","0.03662109375","0.03662109375","233","233","233","0.0400390625","0.0400390625","0.0400390625","233","233","233","0.041015625","0.041015625","0.041015625","233","233","233","0.044921875","0.044921875","0.044921875","233","233","233","0.04443359375","0.04443359375","0.04443359375","233","233","233","0.04833984375","0.04833984375","0.04833984375"
"333824000","234","234","234","0.041015625","0.041015625","0.041015625","234","234","234","0.03466796875","0.03466796875","0.03466796875","234","234","234","0.03125","0.03125","0.03125","234","234","234","0.03564453125","0.03564453125","0.03564453125","234","234","234","0.03955078125","0.03955078125","0.03955078125","234","234","234","0.0380859375","0.0380859375","0.0380859375","234","234","234","0.04052734375","0.04052734375","0.04052734375","234","234","234","0.044921875","0.044921875","0.044921875","234","234","234","0.05029296875","0.05029296875","0.05029296875","234","234","234","0.041015625","0.041015625","0.041015625"
"335872000","236","236","236","0.03955078125","0.03955078125","0.03955078125","236","236","236","0.03759765625","0.03759765625","0.03759765625","236","236","236","0.0400390625","0.0400390625","0.0400390625","236","236","236","0.03857421875","0.03857421875","0.03857421875","236","236","236","0.033203125","0.033203125","0.033203125","236","236","236","0.0302734375","0.0302734375","0.0302734375","236","236","236","0.033203125","0.033203125","0.033203125","236","236","236","0.03759765625","0.03759765625","0.03759765625","236","236","236","0.0400390625","0.0400390625","0.0400390625","236","236","236","0.033203125","0.033203125","0.033203125"
"337920000","237","237","237","0.03662109375","0.03662109375","0.03662109375","237","237","237","0.03076171875","0.03076171875","0.03076171875","237","237","237","0.03564453125","0.03564453125","0.03564453125","237","237","237","0.04150390625","0.04150390625","0.04150390625","237","237","237","0.03369140625","0.03369140625","0.03369140625","237","237","237","0.03564453125","0.03564453125","0.03564453125","237","237","237","0.046875","0.046875","0.046875","237","237","237","0.04638671875","0.04638671875","0.04638671875","237","237","237","0.03857421875","0.03857421875","0.03857421875","237","237","237","0.03759765625","0.03759765625","0.03759765625"
"342016000","240","240","240","0.03466796875","0.03466796875","0.03466796875","240","240","240","0.0400390625","0.0400390625","0.0400390625","240","240","240","0.0283203125","0.0283203125","0.0283203125","240","240","240","0.03759765625","0.03759765625","0.03759765625","240","240","240","0.03466796875","0.03466796875","0.03466796875","240","240","240","0.037109375","0.037109375","0.037109375","240","240","240","0.0361328125","0.0361328125","0.0361328125","240","240","240","0.0458984375","0.0458984375","0.0458984375","240","240","240","0.04296875","0.04296875","0.04296875","240","240","240","0.03955078125","0.03955078125","0.03955078125"
"344064000","241","241","241","0.03662109375","0.03662109375","0.03662109375","241","241","241","0.03662109375","0.03662109375","0.03662109375","241","241","241","0.03564453125","0.03564453125","0.03564453125","241","241","241","0.03564453125","0.03564453125","0.03564453125","241","241","241","0.04345703125","0.04345703125","0.04345703125","241","241","241","0.0439453125","0.0439453125","0.0439453125","241","241","241","0.0390625","0.0390625","0.0390625","241","241","241","0.046875","0.046875","0.046875","241","241","241","0.0478515625","0.0478515625","0.0478515625","241","241","241","0.03759765625","0.03759765625","0.03759765625"
"346112000","243","243","243","0.02783203125","0.02783203125","0.02783203125","243","243","243","0.0419921875","0.0419921875","0.0419921875","243","243","243","0.03271484375","0.03271484375","0.03271484375","243","243","243","0.037109375","0.037109375","0.037109375","243","243","243","0.03369140625","0.03369140625","0.03369140625","243","243","243","0.04638671875","0.04638671875","0.04638671875","243","243","243","0.037109375","0.037109375","0.037109375","243","243","243","0.041015625","0.041015625","0.041015625","243","243","243","0.0400390625","0.0400390625","0.0400390625","243","243","243","0.04638671875","0.04638671875","0.04638671875"
"348160000","244","244","244","0.04150390625","0.04150390625","0.04150390625","244","244","244","0.02685546875","0.02685546875","0.02685546875","244","244","244","0.0361328125","0.0361328125","0.0361328125","244","244","244","0.0322265625","0.0322265625","0.0322265625","244","244","244","0.03759765625","0.03759765625","0.03759765625","244","244","244","0.03955078125","0.03955078125","0.03955078125","244","244","244","0.041015625","0.041015625","0.041015625","244","244","244","0.04150390625","0.04150390625","0.04150390625","244","244","244","0.04443359375","0.04443359375","0.04443359375","244","244","244","0.0361328125","0.0361328125","0.0361328125"
"352256000","247","247","247","0.03515625","0.03515625","0.03515625","247","247","247","0.03466796875","0.03466796875","0.03466796875","247","247","247","0.037109375","0.037109375","0.037109375","247","247","247","0.0400390625","0.0400390625","0.0400390625","247","247","247","0.0361328125","0.0361328125","0.0361328125","247","247","247","0.033203125","0.033203125","0.033203125","247","247","247","0.037109375","0.037109375","0.037109375","247","247","247","0.0458984375","0.0458984375","0.0458984375","247","247","247","0.03857421875","0.03857421875","0.03857421875","247","247","247","0.03857421875","0.03857421875","0.03857421875"
"354304000","248","248","248","0.033203125","0.033203125","0.033203125","248","248","248","0.033203125","0.033203125","0.033203125","248","248","248","0.029296875","0.029296875","0.029296875","248","248","248","0.03369140625","0.03369140625","0.03369140625","248","248","248","0.0390625","0.0390625","0.0390625","248","248","248","0.04296875","0.04296875","0.04296875","248","248","248","0.04150390625","0.04150390625","0.04150390625","248","248","248","0.044921875","0.044921875","0.044921875","248","248","248","0.03662109375","0.03662109375","0.03662109375","248","248","248","0.0390625","0.0390625","0.0390625"
"356352000","250","250","250","0.03125","0.03125","0.03125","250","250","250","0.04443359375","0.04443359375","0.04443359375","250","250","250","0.03369140625","0.03369140625","0.03369140625","250","250","250","0.03857421875","0.03857421875","0.03857421875","250","250","250","0.04052734375","0.04052734375","0.04052734375","250","250","250","0.0419921875","0.0419921875","0.0419921875","250","250","250","0.0400390625","0.0400390625","0.0400390625","250","250","250","0.04150390625","0.04150390625","0.04150390625","250","250","250","0.03662109375","0.03662109375","0.03662109375","250","250","250","0.04638671875","0.04638671875","0.04638671875"
"358400000","251","251","251","0.0341796875","0.0341796875","0.0341796875","251","251","251","0.0380859375","0.0380859375","0.0380859375","251","251","251","0.03564453125","0.03564453125","0.03564453125","251","251","251","0.03515625","0.03515625","0.03515625","251","251","251","0.0361328125","0.0361328125","0.0361328125","251","251","251","0.037109375","0.037109375","0.037109375","251","251","251","0.04150390625","0.04150390625","0.04150390625","251","251","251","0.041015625","0.041015625","0.041015625","251","251","251","0.03955078125","0.03955078125","0.03955078125","251","251","251","0.0400390625","0.0400390625","0.0400390625"
